payroll_id,employee_id,pay_period,pay_date,basic_salary_sar,housing_allowance_sar,transport_allowance_sar,other_allowances_sar,overtime_hours,overtime_pay_sar,gross_pay_sar,gosi_employee_sar,gosi_employer_sar,absence_deduction_sar,loan_deduction_sar,other_deductions_sar,total_deductions_sar,net_pay_sar,payment_method,currency
PAY-003074,EMP-0184,2025-08,27-08-2025,8900,2225,890,0,17.5,973.44,12988.44,0,222.5,1201.5,0,520,1721.5,11266.94,Bank Transfer,SAR
PAY-003075,EMP-0186,2025-08,27-08-2025,3250,813,325,0,0,0,4388,396.14,477.4,0,0,0,396.14,3991.86,Cheque,SAR
PAY-003076,EMP-0187,2025-08,27-08-2025,7150,1788,715,0,7.5,335.16,9988.16,0,178.76,0,0,320,320,9668.16,Bank Transfer,SAR
PAY-003077,EMP-0188,2025-08,27-08-2025,8550,2138,855,1100,10.5,561.09,13204.09,1042.08,1255.84,0,0,0,1042.08,12162.01,Bank Transfer,SAR
PAY-003078,EMP-0189,2025-08,27-08-2025,3450,863,345,0,0,0,4658,0,86.26,0,0,0,0,4658,Bank Transfer,SAR
PAY-003079,EMP-0190,2025-08,27-08-2025,4750,1188,475,0,0,0,6413,0,118.76,0,0,0,0,6413,Bank Transfer,SAR
PAY-003080,EMP-0191,2025-08,27-08-2025,3800,950,380,0,16,380,5510,0,95,0,0,0,0,5510,Bank Transfer,SAR
PAY-003081,EMP-0193,2025-08,27-08-2025,3650,913,365,0,14.5,330.78,5258.78,0,91.26,0,0,0,0,5258.78,Bank Transfer,SAR
PAY-003082,EMP-0194,2025-08,27-08-2025,4750,1188,475,0,0,0,6413,0,118.76,0,0,0,0,6413,Bank Transfer,SAR
PAY-003083,EMP-0195,2025-08,27-08-2025,6150,1538,615,2000,11,422.81,10725.81,0,153.76,0,0,190,190,10535.81,Bank Transfer,SAR
PAY-003084,EMP-0196,2025-08,27-08-2025,8550,2138,855,1000,0,0,12543,0,213.76,0,0,0,0,12543,Bank Transfer,SAR
PAY-003085,EMP-0197,2025-08,27-08-2025,12000,3000,1200,0,14,1050,17250,0,300,0,0,0,0,17250,Bank Transfer,SAR
PAY-003086,EMP-0198,2025-08,27-08-2025,3400,850,340,0,0,0,4590,0,85,0,0,0,0,4590,Bank Transfer,SAR
PAY-003087,EMP-0199,2025-08,27-08-2025,7700,1925,770,0,0,0,10395,0,192.5,0,0,0,0,10395,Bank Transfer,SAR
PAY-003088,EMP-0200,2025-08,27-08-2025,11500,2875,1150,0,0,0,15525,0,287.5,0,0,0,0,15525,Bank Transfer,SAR
PAY-003089,EMP-0201,2025-08,27-08-2025,3700,925,370,0,9,208.13,5203.13,0,92.5,0,0,0,0,5203.13,Bank Transfer,SAR
PAY-003090,EMP-0202,2025-08,27-08-2025,8800,2200,880,0,0,0,11880,1072.5,1292.5,396,1850,0,3318.5,8561.5,Bank Transfer,SAR
PAY-003091,EMP-0203,2025-08,27-08-2025,4150,1038,415,0,0,0,5603,505.83,609.59,0,0,0,505.83,5097.17,Bank Transfer,SAR
PAY-003092,EMP-0205,2025-08,27-08-2025,4450,1113,445,0,16.5,458.91,6466.91,542.39,653.65,0,0,0,542.39,5924.52,Bank Transfer,SAR
PAY-003093,EMP-0207,2025-08,27-08-2025,4450,1113,445,800,0,0,6808,0,111.26,0,0,0,0,6808,Bank Transfer,SAR
PAY-003094,EMP-0208,2025-08,27-08-2025,4300,1075,430,0,11,295.63,6100.63,0,107.5,193.5,0,0,193.5,5907.13,Bank Transfer,SAR
PAY-003095,EMP-0209,2025-08,27-08-2025,3500,875,350,250,2,43.75,5018.75,0,87.5,157.5,0,0,157.5,4861.25,Bank Transfer,SAR
PAY-003096,EMP-0210,2025-08,27-08-2025,6850,1713,685,2100,0,0,11348,834.89,1006.15,0,0,0,834.89,10513.11,Bank Transfer,SAR
PAY-003097,EMP-0211,2025-08,27-08-2025,4450,1113,445,0,0,0,6008,0,111.26,0,0,0,0,6008,Bank Transfer,SAR
PAY-003098,EMP-0212,2025-08,27-08-2025,8700,2175,870,0,0,0,11745,1060.31,1277.81,0,0,0,1060.31,10684.69,Bank Transfer,SAR
PAY-003099,EMP-0213,2025-08,27-08-2025,3650,913,365,0,9,205.31,5133.31,444.89,536.15,0,0,0,444.89,4688.42,Cheque,SAR
PAY-003100,EMP-0214,2025-08,27-08-2025,3250,813,325,950,0,0,5338,396.14,477.4,0,0,0,396.14,4941.86,Bank Transfer,SAR
PAY-003101,EMP-0215,2025-08,27-08-2025,3300,825,330,0,12,247.5,4702.5,0,82.5,0,0,0,0,4702.5,Bank Transfer,SAR
PAY-003102,EMP-0216,2025-08,27-08-2025,7650,1913,765,2400,0,0,12728,932.39,1123.65,0,0,0,932.39,11795.61,Bank Transfer,SAR
PAY-003103,EMP-0217,2025-08,27-08-2025,3450,863,345,0,18,388.13,5046.13,0,86.26,0,0,0,0,5046.13,Bank Transfer,SAR
PAY-003104,EMP-0218,2025-08,27-08-2025,4200,1050,420,1700,24.5,643.13,8013.13,0,105,0,1650,550,2200,5813.13,Bank Transfer,SAR
PAY-003105,EMP-0219,2025-08,27-08-2025,3500,875,350,0,0,0,4725,426.56,514.06,0,1650,0,2076.56,2648.44,Bank Transfer,SAR
PAY-003106,EMP-0220,2025-08,27-08-2025,3950,988,395,0,2.5,61.72,5394.72,481.46,580.21,711.07,0,0,1192.53,4202.19,Bank Transfer,SAR
PAY-003107,EMP-0221,2025-08,27-08-2025,25950,6488,1200,0,0,0,33638,3162.71,3811.46,0,0,0,3162.71,30475.29,Bank Transfer,SAR
PAY-003108,EMP-0222,2025-08,27-08-2025,3700,925,370,0,4.5,104.06,5099.06,0,92.5,0,0,270,270,4829.06,Bank Transfer,SAR
PAY-003109,EMP-0223,2025-08,27-08-2025,7500,1875,750,0,0,0,10125,0,187.5,0,0,0,0,10125,Bank Transfer,SAR
PAY-003110,EMP-0225,2025-08,27-08-2025,11800,2950,1180,0,0,0,15930,1438.13,1733.13,0,0,0,1438.13,14491.87,Bank Transfer,SAR
PAY-003111,EMP-0226,2025-08,27-08-2025,3350,838,335,0,22,460.63,4983.63,0,83.76,0,0,0,0,4983.63,Bank Transfer,SAR
PAY-003112,EMP-0227,2025-08,27-08-2025,4650,1163,465,0,0,0,6278,566.77,683.03,0,0,0,566.77,5711.23,Bank Transfer,SAR
PAY-003113,EMP-0228,2025-08,27-08-2025,4400,1100,440,2300,0,0,8240,0,110,0,0,0,0,8240,Bank Transfer,SAR
PAY-003114,EMP-0229,2025-08,27-08-2025,3550,888,355,0,5,110.94,4903.94,0,88.76,319.53,0,0,319.53,4584.41,Bank Transfer,SAR
PAY-003115,EMP-0230,2025-08,27-08-2025,4650,1163,465,0,0,0,6278,566.77,683.03,0,0,0,566.77,5711.23,Bank Transfer,SAR
PAY-003116,EMP-0231,2025-08,27-08-2025,4450,1113,445,1750,0,0,7758,0,111.26,200.27,0,0,200.27,7557.73,Bank Transfer,SAR
PAY-003117,EMP-0232,2025-08,27-08-2025,4300,1075,430,0,0,0,5805,0,107.5,387,600,0,987,4818,Bank Transfer,SAR
PAY-003118,EMP-0236,2025-08,27-08-2025,3250,813,325,2100,23.5,477.34,6965.34,0,81.26,0,0,0,0,6965.34,Bank Transfer,SAR
PAY-003119,EMP-0237,2025-08,27-08-2025,4050,1013,405,0,0,0,5468,493.64,594.9,364.53,0,0,858.17,4609.83,Bank Transfer,SAR
PAY-003120,EMP-0238,2025-08,27-08-2025,8750,2188,875,250,0,0,12063,0,218.76,0,0,0,0,12063,Bank Transfer,SAR
PAY-003121,EMP-0239,2025-08,27-08-2025,8650,2163,865,1750,0,0,13428,0,216.26,0,0,0,0,13428,Bank Transfer,SAR
PAY-003122,EMP-0240,2025-08,27-08-2025,3550,888,355,0,0,0,4793,0,88.76,0,0,0,0,4793,WPS Transfer,SAR
PAY-003123,EMP-0241,2025-08,27-08-2025,11250,2813,1125,0,0,0,15188,1371.14,1652.4,506.27,0,0,1877.41,13310.59,Bank Transfer,SAR
PAY-003124,EMP-0242,2025-08,27-08-2025,3500,875,350,0,0,0,4725,426.56,514.06,0,0,0,426.56,4298.44,Bank Transfer,SAR
PAY-003125,EMP-0243,2025-08,27-08-2025,3350,838,335,1650,3,62.81,6235.81,0,83.76,0,0,0,0,6235.81,WPS Transfer,SAR
PAY-003126,EMP-0244,2025-08,27-08-2025,8550,2138,855,0,0,0,11543,1042.08,1255.84,0,0,0,1042.08,10500.92,Bank Transfer,SAR
PAY-003127,EMP-0245,2025-08,27-08-2025,4100,1025,410,0,8,205,5740,499.69,602.19,184.5,0,0,684.19,5055.81,Bank Transfer,SAR
PAY-003128,EMP-0246,2025-08,27-08-2025,4600,1150,460,300,0,0,6510,560.63,675.63,0,0,0,560.63,5949.37,Bank Transfer,SAR
PAY-003129,EMP-0247,2025-08,27-08-2025,3850,963,385,0,13,312.81,5510.81,0,96.26,173.27,0,0,173.27,5337.54,Bank Transfer,SAR
PAY-003130,EMP-0248,2025-08,27-08-2025,8500,2125,850,800,0,0,12275,1035.94,1248.44,0,0,0,1035.94,11239.06,Bank Transfer,SAR
PAY-003131,EMP-0249,2025-08,27-08-2025,8600,2150,860,0,0,0,11610,0,215,0,0,0,0,11610,Bank Transfer,SAR
PAY-003132,EMP-0250,2025-08,27-08-2025,3950,988,395,0,8,197.5,5530.5,0,98.76,0,0,0,0,5530.5,Bank Transfer,SAR
PAY-003133,EMP-0252,2025-08,27-08-2025,7200,1800,720,0,24,1080,10800,877.5,1057.5,0,2000,0,2877.5,7922.5,Bank Transfer,SAR
PAY-003134,EMP-0253,2025-08,27-08-2025,4350,1088,435,0,0,0,5873,530.21,638.96,391.53,0,0,921.74,4951.26,Bank Transfer,SAR
PAY-003135,EMP-0254,2025-08,27-08-2025,3200,800,320,550,3,60,4930,390,470,0,0,0,390,4540,WPS Transfer,SAR
PAY-003136,EMP-0256,2025-08,27-08-2025,3400,850,340,0,0,0,4590,0,85,0,1300,0,1300,3290,Bank Transfer,SAR
PAY-003137,EMP-0257,2025-08,27-08-2025,9150,2288,915,300,0,0,12653,0,228.76,0,0,510,510,12143,WPS Transfer,SAR
PAY-003138,EMP-0258,2025-08,27-08-2025,4400,1100,440,0,11,302.5,6242.5,0,110,0,0,0,0,6242.5,Bank Transfer,SAR
PAY-003139,EMP-0260,2025-08,27-08-2025,10550,2638,1055,0,0,0,14243,0,263.76,474.77,0,0,474.77,13768.23,Bank Transfer,SAR
PAY-003140,EMP-0261,2025-08,27-08-2025,7450,1863,745,0,0,0,10058,0,186.26,0,0,0,0,10058,Bank Transfer,SAR
PAY-003141,EMP-0262,2025-08,27-08-2025,4450,1113,445,0,0,0,6008,542.39,653.65,0,0,0,542.39,5465.61,WPS Transfer,SAR
PAY-003142,EMP-0263,2025-08,27-08-2025,11700,2925,1170,0,0,0,15795,1425.94,1718.44,0,0,0,1425.94,14369.06,Bank Transfer,SAR
PAY-003143,EMP-0264,2025-08,27-08-2025,4500,1125,450,0,0,0,6075,548.44,660.94,0,0,250,798.44,5276.56,Bank Transfer,SAR
PAY-003144,EMP-0265,2025-08,27-08-2025,8850,2213,885,0,9.5,525.47,12473.47,0,221.26,0,2200,0,2200,10273.47,Bank Transfer,SAR
PAY-003145,EMP-0266,2025-08,27-08-2025,8900,2225,890,0,0,0,12015,1084.69,1307.19,0,0,0,1084.69,10930.31,Bank Transfer,SAR
PAY-003146,EMP-0267,2025-08,27-08-2025,9150,2288,915,1900,24,1372.5,15625.5,0,228.76,411.77,0,0,411.77,15213.73,Bank Transfer,SAR
PAY-003147,EMP-0268,2025-08,27-08-2025,4300,1075,430,1700,11.5,309.06,7814.06,0,107.5,0,0,0,0,7814.06,Bank Transfer,SAR
PAY-003148,EMP-0269,2025-08,27-08-2025,4450,1113,445,0,12,333.75,6341.75,0,111.26,0,0,0,0,6341.75,Bank Transfer,SAR
PAY-003149,EMP-0272,2025-08,27-08-2025,4200,1050,420,0,20.5,538.13,6208.13,0,105,0,0,0,0,6208.13,Bank Transfer,SAR
PAY-003150,EMP-0273,2025-08,27-08-2025,4750,1188,475,0,11.5,341.41,6754.41,578.96,697.71,0,1050,0,1628.96,5125.45,Bank Transfer,SAR
PAY-003151,EMP-0274,2025-08,27-08-2025,10550,2638,1055,0,6.5,428.59,14671.59,0,263.76,474.77,0,0,474.77,14196.82,Bank Transfer,SAR
PAY-003152,EMP-0275,2025-08,27-08-2025,13900,3475,1200,2150,0,0,20725,1694.06,2041.56,0,0,0,1694.06,19030.94,Bank Transfer,SAR
PAY-003153,EMP-0277,2025-08,27-08-2025,8700,2175,870,0,0,0,11745,1060.31,1277.81,0,0,0,1060.31,10684.69,Bank Transfer,SAR
PAY-003154,EMP-0278,2025-08,27-08-2025,10350,2588,1035,0,0,0,13973,1261.46,1520.22,0,0,0,1261.46,12711.54,Bank Transfer,SAR
PAY-003155,EMP-0279,2025-08,27-08-2025,10300,2575,1030,800,5,321.88,15026.88,1255.31,1512.81,0,0,0,1255.31,13771.57,Bank Transfer,SAR
PAY-003156,EMP-0280,2025-08,27-08-2025,4350,1088,435,0,7.5,203.91,6076.91,0,108.76,195.77,0,0,195.77,5881.14,Bank Transfer,SAR
PAY-003157,EMP-0281,2025-08,27-08-2025,4350,1088,435,0,0,0,5873,0,108.76,0,0,0,0,5873,Bank Transfer,SAR
PAY-003158,EMP-0282,2025-08,27-08-2025,8750,2188,875,0,6,328.13,12141.13,1066.46,1285.21,0,0,0,1066.46,11074.67,Bank Transfer,SAR
PAY-003159,EMP-0283,2025-08,27-08-2025,3650,913,365,350,0,0,5278,0,91.26,0,0,0,0,5278,Bank Transfer,SAR
PAY-003160,EMP-0286,2025-08,27-08-2025,3900,975,390,0,0,0,5265,0,97.5,175.5,1600,0,1775.5,3489.5,Bank Transfer,SAR
PAY-003161,EMP-0287,2025-08,27-08-2025,8850,2213,885,0,13,719.06,12667.06,0,221.26,0,0,0,0,12667.06,Bank Transfer,SAR
PAY-003162,EMP-0288,2025-08,27-08-2025,4350,1088,435,1850,0,0,7723,530.21,638.96,0,0,0,530.21,7192.79,Bank Transfer,SAR
PAY-003163,EMP-0289,2025-08,27-08-2025,4650,1163,465,0,0,0,6278,566.77,683.03,0,0,530,1096.77,5181.23,Bank Transfer,SAR
PAY-003164,EMP-0290,2025-08,27-08-2025,3950,988,395,0,0,0,5333,481.46,580.21,0,0,0,481.46,4851.54,Bank Transfer,SAR
PAY-003165,EMP-0292,2025-08,27-08-2025,4750,1188,475,0,3,89.06,6502.06,578.96,697.71,0,0,0,578.96,5923.1,Bank Transfer,SAR
PAY-003166,EMP-0293,2025-08,27-08-2025,8500,2125,850,0,16,850,12325,1035.94,1248.44,0,0,0,1035.94,11289.06,WPS Transfer,SAR
PAY-003167,EMP-0294,2025-08,27-08-2025,4400,1100,440,0,0,0,5940,536.25,646.25,0,0,0,536.25,5403.75,Bank Transfer,SAR
PAY-003168,EMP-0295,2025-08,27-08-2025,11000,2750,1100,1350,5,343.75,16543.75,0,275,0,0,0,0,16543.75,Bank Transfer,SAR
PAY-003169,EMP-0296,2025-08,27-08-2025,15050,3763,1200,2100,3,282.19,22395.19,1834.27,2210.53,2001.3,0,0,3835.57,18559.62,Bank Transfer,SAR
PAY-003170,EMP-0297,2025-08,27-08-2025,4400,1100,440,0,0,0,5940,536.25,646.25,0,0,0,536.25,5403.75,Bank Transfer,SAR
PAY-003171,EMP-0300,2025-08,27-08-2025,12700,3175,1200,500,13,1031.88,18606.88,0,317.5,0,0,0,0,18606.88,Bank Transfer,SAR
PAY-003172,EMP-0301,2025-08,27-08-2025,8700,2175,870,0,25,1359.38,13104.38,0,217.5,0,0,0,0,13104.38,Bank Transfer,SAR
PAY-003173,EMP-0303,2025-08,27-08-2025,9200,2300,920,0,0,0,12420,0,230,0,0,0,0,12420,Bank Transfer,SAR
PAY-003174,EMP-0304,2025-08,27-08-2025,11500,2875,1150,0,0,0,15525,0,287.5,0,0,0,0,15525,Bank Transfer,SAR
PAY-003175,EMP-0305,2025-08,27-08-2025,3850,963,385,0,13,312.81,5510.81,469.27,565.53,0,0,0,469.27,5041.54,Bank Transfer,SAR
PAY-003176,EMP-0306,2025-08,27-08-2025,4800,1200,480,0,0,0,6480,0,120,0,2200,0,2200,4280,Bank Transfer,SAR
PAY-003177,EMP-0307,2025-08,27-08-2025,9450,2363,945,0,0,0,12758,0,236.26,0,0,0,0,12758,Bank Transfer,SAR
PAY-003178,EMP-0308,2025-08,27-08-2025,10900,2725,1090,0,19.5,1328.44,16043.44,0,272.5,0,0,0,0,16043.44,Bank Transfer,SAR
PAY-003179,EMP-0309,2025-08,27-08-2025,3800,950,380,0,0,0,5130,0,95,0,0,0,0,5130,Bank Transfer,SAR
PAY-003180,EMP-0310,2025-08,27-08-2025,10450,2613,1045,0,25.5,1665.47,15773.47,0,261.26,0,0,0,0,15773.47,Bank Transfer,SAR
PAY-003181,EMP-0311,2025-08,27-08-2025,15900,3975,1200,0,18.5,1838.44,22913.44,0,397.5,2810,0,0,2810,20103.44,Bank Transfer,SAR
PAY-003182,EMP-0312,2025-08,27-08-2025,14350,3588,1200,0,7.5,672.66,19810.66,0,358.76,0,0,0,0,19810.66,Bank Transfer,SAR
PAY-003183,EMP-0313,2025-08,27-08-2025,11900,2975,1190,0,0,0,16065,0,297.5,0,0,0,0,16065,Bank Transfer,SAR
PAY-003184,EMP-0314,2025-08,27-08-2025,3650,913,365,0,0,0,4928,444.89,536.15,0,0,0,444.89,4483.11,Bank Transfer,SAR
PAY-003185,EMP-0315,2025-08,27-08-2025,11600,2900,1160,400,0,0,16060,1413.75,1703.75,0,650,0,2063.75,13996.25,Bank Transfer,SAR
PAY-003186,EMP-0316,2025-08,27-08-2025,15200,3800,1200,2300,21.5,2042.5,24542.5,0,380,0,0,0,0,24542.5,Bank Transfer,SAR
PAY-003187,EMP-0318,2025-08,27-08-2025,4100,1025,410,0,0,0,5535,499.69,602.19,0,0,0,499.69,5035.31,Bank Transfer,SAR
PAY-003188,EMP-0320,2025-08,27-08-2025,8750,2188,875,2350,0,0,14163,0,218.76,0,0,0,0,14163,Bank Transfer,SAR
PAY-003189,EMP-0321,2025-08,27-08-2025,21300,5325,1200,0,0,0,27825,2595.94,3128.44,0,0,0,2595.94,25229.06,Bank Transfer,SAR
PAY-003190,EMP-0322,2025-08,27-08-2025,8700,2175,870,1600,0,0,13345,1060.31,1277.81,0,950,0,2010.31,11334.69,Bank Transfer,SAR
PAY-003191,EMP-0324,2025-08,27-08-2025,6100,1525,610,0,0,0,8235,0,152.5,0,0,0,0,8235,Bank Transfer,SAR
PAY-003192,EMP-0325,2025-08,27-08-2025,11300,2825,1130,0,16,1130,16385,0,282.5,0,1750,0,1750,14635,Bank Transfer,SAR
PAY-003193,EMP-0326,2025-08,27-08-2025,5000,1250,500,0,17,531.25,7281.25,0,125,0,0,0,0,7281.25,Bank Transfer,SAR
PAY-003194,EMP-0327,2025-08,27-08-2025,9400,2350,940,0,5.5,323.13,13013.13,0,235,0,2050,0,2050,10963.13,Bank Transfer,SAR
PAY-003195,EMP-0328,2025-08,27-08-2025,10850,2713,1085,0,0,0,14648,1322.39,1593.65,0,1300,0,2622.39,12025.61,Bank Transfer,SAR
PAY-003196,EMP-0329,2025-08,27-08-2025,10700,2675,1070,0,18.5,1237.19,15682.19,0,267.5,0,0,130,130,15552.19,WPS Transfer,SAR
PAY-003197,EMP-0331,2025-08,27-08-2025,11600,2900,1160,0,3.5,253.75,15913.75,0,290,0,0,0,0,15913.75,Bank Transfer,SAR
PAY-003198,EMP-0332,2025-08,27-08-2025,5350,1338,535,950,0,0,8173,652.08,785.84,0,1500,0,2152.08,6020.92,Bank Transfer,SAR
PAY-003199,EMP-0333,2025-08,27-08-2025,4700,1175,470,0,4.5,132.19,6477.19,0,117.5,0,0,0,0,6477.19,Bank Transfer,SAR
PAY-003200,EMP-0334,2025-08,27-08-2025,15550,3888,1200,1750,16.5,1603.59,23991.59,0,388.76,0,0,0,0,23991.59,Bank Transfer,SAR
PAY-003201,EMP-0335,2025-08,27-08-2025,12650,3163,1200,0,19,1502.19,18515.19,0,316.26,0,0,0,0,18515.19,WPS Transfer,SAR
PAY-003202,EMP-0336,2025-08,27-08-2025,5000,1250,500,0,17,531.25,7281.25,0,125,0,0,0,0,7281.25,Bank Transfer,SAR
PAY-003203,EMP-0337,2025-08,27-08-2025,8750,2188,875,0,11,601.56,12414.56,1066.46,1285.21,0,0,0,1066.46,11348.1,Bank Transfer,SAR
PAY-003204,EMP-0338,2025-08,27-08-2025,11550,2888,1155,0,12.5,902.34,16495.34,0,288.76,0,0,0,0,16495.34,Bank Transfer,SAR
PAY-003205,EMP-0339,2025-08,27-08-2025,12400,3100,1200,0,15.5,1201.25,17901.25,1511.25,1821.25,0,0,0,1511.25,16390,Bank Transfer,SAR
PAY-003206,EMP-0340,2025-08,27-08-2025,11200,2800,1120,0,0,0,15120,0,280,0,0,0,0,15120,Bank Transfer,SAR
PAY-003207,EMP-0341,2025-08,27-08-2025,4900,1225,490,0,14.5,444.06,7059.06,0,122.5,220.5,0,0,220.5,6838.56,Bank Transfer,SAR
PAY-003208,EMP-0342,2025-08,27-08-2025,8500,2125,850,0,7,371.88,11846.88,1035.94,1248.44,0,0,0,1035.94,10810.94,Bank Transfer,SAR
PAY-003209,EMP-0343,2025-08,27-08-2025,5300,1325,530,0,0,0,7155,0,132.5,0,0,0,0,7155,Bank Transfer,SAR
PAY-003210,EMP-0344,2025-08,27-08-2025,11000,2750,1100,0,0,0,14850,0,275,990,0,0,990,13860,Bank Transfer,SAR
PAY-003211,EMP-0347,2025-08,27-08-2025,5550,1388,555,0,0,0,7493,0,138.76,0,0,0,0,7493,Bank Transfer,SAR
PAY-003212,EMP-0349,2025-08,27-08-2025,10850,2713,1085,2250,0,0,16898,0,271.26,0,0,260,260,16638,Bank Transfer,SAR
PAY-003213,EMP-0350,2025-08,27-08-2025,13050,3263,1200,1950,6,489.38,19952.38,1590.52,1916.78,0,0,0,1590.52,18361.86,Bank Transfer,SAR
PAY-003214,EMP-0351,2025-08,27-08-2025,14350,3588,1200,0,20.5,1838.59,20976.59,1748.96,2107.71,0,1200,0,2948.96,18027.63,Bank Transfer,SAR
PAY-003215,EMP-0352,2025-08,27-08-2025,10200,2550,1020,0,0,0,13770,0,255,0,0,0,0,13770,Bank Transfer,SAR
PAY-003216,EMP-0353,2025-08,27-08-2025,10650,2663,1065,0,4.5,299.53,14677.53,1298.02,1564.28,1917.07,0,0,3215.09,11462.44,Bank Transfer,SAR
PAY-003217,EMP-0354,2025-08,27-08-2025,12400,3100,1200,0,0,0,16700,1511.25,1821.25,0,2300,0,3811.25,12888.75,Bank Transfer,SAR
PAY-003218,EMP-0355,2025-08,27-08-2025,4700,1175,470,0,22,646.25,6991.25,0,117.5,0,1700,0,1700,5291.25,Bank Transfer,SAR
PAY-003219,EMP-0356,2025-08,27-08-2025,5700,1425,570,0,0,0,7695,694.69,837.19,0,0,0,694.69,7000.31,Bank Transfer,SAR
PAY-003220,EMP-0357,2025-08,27-08-2025,12700,3175,1200,0,0,0,17075,0,317.5,0,0,0,0,17075,Bank Transfer,SAR
PAY-003221,EMP-0358,2025-08,27-08-2025,6500,1625,650,0,4,162.5,8937.5,792.19,954.69,0,0,0,792.19,8145.31,Bank Transfer,SAR
PAY-003222,EMP-0359,2025-08,27-08-2025,4550,1138,455,0,20.5,582.97,6725.97,554.58,668.34,0,0,0,554.58,6171.39,Bank Transfer,SAR
PAY-003223,EMP-0360,2025-08,27-08-2025,15300,3825,1200,0,0,0,20325,0,382.5,0,0,0,0,20325,Bank Transfer,SAR
PAY-003224,EMP-0361,2025-08,27-08-2025,28350,7088,1200,2500,0,0,39138,0,708.76,0,0,0,0,39138,Bank Transfer,SAR
PAY-003225,EMP-0362,2025-08,27-08-2025,7050,1763,705,1700,0,0,11218,859.27,1035.53,0,0,0,859.27,10358.73,WPS Transfer,SAR
PAY-003226,EMP-0363,2025-08,27-08-2025,6900,1725,690,0,0,0,9315,840.94,1013.44,0,800,0,1640.94,7674.06,Bank Transfer,SAR
PAY-003227,EMP-0364,2025-08,27-08-2025,6050,1513,605,2300,24,907.5,11375.5,737.39,888.65,0,0,0,737.39,10638.11,Bank Transfer,SAR
PAY-003228,EMP-0366,2025-08,27-08-2025,12100,3025,1200,1800,0,0,18125,1474.69,1777.19,2176.67,0,0,3651.36,14473.64,Bank Transfer,SAR
PAY-003229,EMP-0368,2025-08,27-08-2025,26850,6713,1200,0,0,0,34763,0,671.26,0,0,0,0,34763,Bank Transfer,SAR
PAY-003230,EMP-0369,2025-08,27-08-2025,7050,1763,705,0,0,0,9518,859.27,1035.53,0,1950,0,2809.27,6708.73,Bank Transfer,SAR
PAY-003231,EMP-0370,2025-08,27-08-2025,7150,1788,715,0,0,0,9653,871.46,1050.21,0,0,0,871.46,8781.54,Bank Transfer,SAR
PAY-003232,EMP-0372,2025-08,27-08-2025,7450,1863,745,0,24,1117.5,11175.5,0,186.26,0,0,0,0,11175.5,Bank Transfer,SAR
PAY-003233,EMP-0373,2025-08,27-08-2025,26000,6500,1200,1650,0,0,35350,3168.75,3818.75,0,0,0,3168.75,32181.25,Bank Transfer,SAR
PAY-003234,EMP-0374,2025-08,27-08-2025,8650,2163,865,0,6.5,351.41,12029.41,0,216.26,0,0,0,0,12029.41,Bank Transfer,SAR
PAY-003235,EMP-0375,2025-08,27-08-2025,9600,2400,960,0,0,0,12960,0,240,432,0,0,432,12528,Bank Transfer,SAR
PAY-003236,EMP-0376,2025-08,27-08-2025,26700,6675,1200,0,0,0,34575,0,667.5,0,0,0,0,34575,Bank Transfer,SAR
PAY-003237,EMP-0377,2025-08,27-08-2025,15650,3913,1200,0,0,0,20763,0,391.26,0,400,0,400,20363,Bank Transfer,SAR
PAY-003238,EMP-0378,2025-08,27-08-2025,12300,3075,1200,0,0,0,16575,0,307.5,0,0,0,0,16575,Bank Transfer,SAR
PAY-003239,EMP-0379,2025-08,27-08-2025,16750,4188,1200,0,0,0,22138,2041.46,2460.21,1475.87,1950,0,5467.33,16670.67,Bank Transfer,SAR
PAY-003240,EMP-0381,2025-08,27-08-2025,8300,2075,830,0,0,0,11205,1011.56,1219.06,0,0,480,1491.56,9713.44,Bank Transfer,SAR
PAY-003241,EMP-0382,2025-08,27-08-2025,12900,3225,1200,2450,0,0,19775,1572.19,1894.69,0,0,0,1572.19,18202.81,Bank Transfer,SAR
PAY-003242,EMP-0383,2025-08,27-08-2025,8250,2063,825,0,22,1134.38,12272.38,1005.52,1211.78,371.27,0,0,1376.79,10895.59,Bank Transfer,SAR
PAY-003243,EMP-0384,2025-08,27-08-2025,13550,3388,1200,0,15,1270.31,19408.31,0,338.76,0,0,0,0,19408.31,Bank Transfer,SAR
PAY-003244,EMP-0385,2025-08,27-08-2025,6650,1663,665,0,0,0,8978,810.52,976.78,0,0,0,810.52,8167.48,Bank Transfer,SAR
PAY-003245,EMP-0387,2025-08,27-08-2025,7700,1925,770,800,0,0,11195,938.44,1130.94,0,2500,0,3438.44,7756.56,Bank Transfer,SAR
PAY-003246,EMP-0388,2025-08,27-08-2025,8300,2075,830,0,5.5,285.31,11490.31,1011.56,1219.06,0,0,0,1011.56,10478.75,Bank Transfer,SAR
PAY-003247,EMP-0389,2025-08,27-08-2025,8650,2163,865,0,0,0,11678,0,216.26,0,0,0,0,11678,Bank Transfer,SAR
PAY-003248,EMP-0390,2025-08,27-08-2025,6250,1563,625,0,0,0,8438,0,156.26,0,0,0,0,8438,Bank Transfer,SAR
PAY-003249,EMP-0391,2025-08,27-08-2025,11600,2900,1160,2200,0,0,17860,1413.75,1703.75,0,0,0,1413.75,16446.25,Bank Transfer,SAR
