attendance_id,employee_id,attendance_month,month_start_date,working_days,days_present,days_absent,annual_leave_days,sick_leave_days,unpaid_leave_days,other_leave_days,total_leave_days,late_arrivals,early_departures,overtime_hours,attendance_rate_pct
ATT-003118,EMP-0236,2025-08,1/8/2025,21,18,0,3,0,0,0,3,1,1,23.5,85.71
ATT-003119,EMP-0237,2025-08,1/8/2025,21,15,2,4,0,0,0,4,0,0,0,71.43
ATT-003120,EMP-0238,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003121,EMP-0239,2025-08,1/8/2025,21,21,0,0,0,0,0,0,6,0,0,100
ATT-003122,EMP-0240,2025-08,1/8/2025,21,11,0,10,0,0,0,10,0,0,0,52.38
ATT-003123,EMP-0241,2025-08,1/8/2025,21,17,1,3,0,0,0,3,0,0,0,80.95
ATT-003124,EMP-0242,2025-08,1/8/2025,21,21,0,0,0,0,0,0,6,0,0,100
ATT-003125,EMP-0243,2025-08,1/8/2025,21,21,0,0,0,0,0,0,5,2,3,100
ATT-003126,EMP-0244,2025-08,1/8/2025,21,21,0,0,0,0,0,0,1,0,0,100
ATT-003127,EMP-0245,2025-08,1/8/2025,21,10,1,10,0,0,0,10,0,0,8,47.62
ATT-003128,EMP-0246,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003129,EMP-0247,2025-08,1/8/2025,21,17,1,3,0,0,0,3,0,0,13,80.95
ATT-003130,EMP-0248,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003131,EMP-0249,2025-08,1/8/2025,21,21,0,0,0,0,0,0,5,3,0,100
ATT-003132,EMP-0250,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,8,100
ATT-003133,EMP-0252,2025-08,1/8/2025,21,14,0,7,0,0,0,7,0,0,24,66.67
ATT-003134,EMP-0253,2025-08,1/8/2025,21,19,0,0,0,2,0,2,0,0,0,90.48
ATT-003135,EMP-0254,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,3,3,100
ATT-003136,EMP-0256,2025-08,1/8/2025,21,10,0,8,0,0,3,11,0,0,0,47.62
ATT-003137,EMP-0257,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003138,EMP-0258,2025-08,1/8/2025,21,15,0,4,2,0,0,6,1,0,11,71.43
ATT-003139,EMP-0260,2025-08,1/8/2025,21,20,1,0,0,0,0,0,5,0,0,95.24
ATT-003140,EMP-0261,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003141,EMP-0262,2025-08,1/8/2025,21,21,0,0,0,0,0,0,5,0,0,100
ATT-003142,EMP-0263,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003143,EMP-0264,2025-08,1/8/2025,21,21,0,0,0,0,0,0,2,0,0,100
ATT-003144,EMP-0265,2025-08,1/8/2025,21,18,0,0,3,0,0,3,1,0,9.5,85.71
ATT-003145,EMP-0266,2025-08,1/8/2025,21,12,0,9,0,0,0,9,1,0,0,57.14
ATT-003146,EMP-0267,2025-08,1/8/2025,21,20,1,0,0,0,0,0,0,4,24,95.24
ATT-003147,EMP-0268,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,11.5,100
ATT-003148,EMP-0269,2025-08,1/8/2025,21,21,0,0,0,0,0,0,3,1,12,100
ATT-003149,EMP-0272,2025-08,1/8/2025,21,12,0,9,0,0,0,9,0,0,20.5,57.14
ATT-003150,EMP-0273,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,11.5,100
ATT-003151,EMP-0274,2025-08,1/8/2025,21,20,1,0,0,0,0,0,0,0,6.5,95.24
ATT-003152,EMP-0275,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003153,EMP-0277,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003154,EMP-0278,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003155,EMP-0279,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,2,5,100
ATT-003156,EMP-0280,2025-08,1/8/2025,21,20,1,0,0,0,0,0,0,1,7.5,95.24
ATT-003157,EMP-0281,2025-08,1/8/2025,21,17,0,3,1,0,0,4,0,1,0,80.95
ATT-003158,EMP-0282,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,6,100
ATT-003159,EMP-0283,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003160,EMP-0286,2025-08,1/8/2025,21,20,1,0,0,0,0,0,1,0,0,95.24
ATT-003161,EMP-0287,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,13,100
ATT-003162,EMP-0288,2025-08,1/8/2025,21,15,0,3,3,0,0,6,0,0,0,71.43
ATT-003163,EMP-0289,2025-08,1/8/2025,21,20,0,1,0,0,0,1,0,0,0,95.24
ATT-003164,EMP-0290,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003165,EMP-0292,2025-08,1/8/2025,21,18,0,0,3,0,0,3,0,0,3,85.71
ATT-003166,EMP-0293,2025-08,1/8/2025,21,14,0,7,0,0,0,7,0,0,16,66.67
ATT-003167,EMP-0294,2025-08,1/8/2025,21,21,0,0,0,0,0,0,5,0,0,100
ATT-003168,EMP-0295,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,5,100
ATT-003169,EMP-0296,2025-08,1/8/2025,21,18,0,0,0,3,0,3,0,0,3,85.71
ATT-003170,EMP-0297,2025-08,1/8/2025,21,19,0,2,0,0,0,2,0,0,0,90.48
ATT-003171,EMP-0300,2025-08,1/8/2025,21,16,0,5,0,0,0,5,6,2,13,76.19
ATT-003172,EMP-0301,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,25,100
ATT-003173,EMP-0303,2025-08,1/8/2025,21,19,0,2,0,0,0,2,0,0,0,90.48
ATT-003174,EMP-0304,2025-08,1/8/2025,21,14,0,7,0,0,0,7,2,0,0,66.67
ATT-003175,EMP-0305,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,1,13,100
ATT-003176,EMP-0306,2025-08,1/8/2025,21,11,0,9,0,0,1,10,0,0,0,52.38
ATT-003177,EMP-0307,2025-08,1/8/2025,21,17,0,4,0,0,0,4,2,0,0,80.95
ATT-003178,EMP-0308,2025-08,1/8/2025,21,16,0,5,0,0,0,5,0,0,19.5,76.19
ATT-003179,EMP-0309,2025-08,1/8/2025,21,19,0,0,2,0,0,2,0,0,0,90.48
ATT-003180,EMP-0310,2025-08,1/8/2025,21,19,0,0,2,0,0,2,0,0,25.5,90.48
ATT-003181,EMP-0311,2025-08,1/8/2025,21,17,0,0,0,4,0,4,4,0,18.5,80.95
ATT-003182,EMP-0312,2025-08,1/8/2025,21,21,0,0,0,0,0,0,1,0,7.5,100
ATT-003183,EMP-0313,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003184,EMP-0314,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003185,EMP-0315,2025-08,1/8/2025,21,14,0,7,0,0,0,7,0,0,0,66.67
ATT-003186,EMP-0316,2025-08,1/8/2025,21,13,0,8,0,0,0,8,1,0,21.5,61.9
ATT-003187,EMP-0318,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003188,EMP-0320,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,3,0,100
ATT-003189,EMP-0321,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,1,0,100
ATT-003190,EMP-0322,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003191,EMP-0324,2025-08,1/8/2025,21,21,0,0,0,0,0,0,2,0,0,100
ATT-003192,EMP-0325,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,16,100
ATT-003193,EMP-0326,2025-08,1/8/2025,21,20,0,0,1,0,0,1,0,0,17,95.24
ATT-003194,EMP-0327,2025-08,1/8/2025,21,21,0,0,0,0,0,0,4,0,5.5,100
ATT-003195,EMP-0328,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003196,EMP-0329,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,18.5,100
ATT-003197,EMP-0331,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,3.5,100
ATT-003198,EMP-0332,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003199,EMP-0333,2025-08,1/8/2025,21,17,0,4,0,0,0,4,0,0,4.5,80.95
ATT-003200,EMP-0334,2025-08,1/8/2025,21,21,0,0,0,0,0,0,4,0,16.5,100
ATT-003201,EMP-0335,2025-08,1/8/2025,21,15,0,5,0,0,1,6,1,0,19,71.43
ATT-003202,EMP-0336,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,17,100
ATT-003203,EMP-0337,2025-08,1/8/2025,21,21,0,0,0,0,0,0,1,0,11,100
ATT-003204,EMP-0338,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,12.5,100
ATT-003205,EMP-0339,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,15.5,100
ATT-003206,EMP-0340,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003207,EMP-0341,2025-08,1/8/2025,21,20,1,0,0,0,0,0,0,0,14.5,95.24
ATT-003208,EMP-0342,2025-08,1/8/2025,21,21,0,0,0,0,0,0,4,0,7,100
ATT-003209,EMP-0343,2025-08,1/8/2025,21,20,0,1,0,0,0,1,4,0,0,95.24
ATT-003210,EMP-0344,2025-08,1/8/2025,21,19,2,0,0,0,0,0,0,0,0,90.48
ATT-003211,EMP-0347,2025-08,1/8/2025,21,12,0,9,0,0,0,9,0,0,0,57.14
ATT-003212,EMP-0349,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003213,EMP-0350,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,6,100
ATT-003214,EMP-0351,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,20.5,100
ATT-003215,EMP-0352,2025-08,1/8/2025,21,21,0,0,0,0,0,0,4,4,0,100
ATT-003216,EMP-0353,2025-08,1/8/2025,21,17,0,0,0,4,0,4,0,0,4.5,80.95
ATT-003217,EMP-0354,2025-08,1/8/2025,21,21,0,0,0,0,0,0,6,0,0,100
ATT-003218,EMP-0355,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,22,100
ATT-003219,EMP-0356,2025-08,1/8/2025,21,21,0,0,0,0,0,0,4,0,0,100
ATT-003220,EMP-0357,2025-08,1/8/2025,21,20,0,1,0,0,0,1,0,0,0,95.24
ATT-003221,EMP-0358,2025-08,1/8/2025,21,19,0,0,2,0,0,2,0,0,4,90.48
ATT-003222,EMP-0359,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,20.5,100
ATT-003223,EMP-0360,2025-08,1/8/2025,21,21,0,0,0,0,0,0,1,0,0,100
ATT-003224,EMP-0361,2025-08,1/8/2025,21,13,0,8,0,0,0,8,0,0,0,61.9
ATT-003225,EMP-0362,2025-08,1/8/2025,21,19,0,0,0,0,2,2,0,3,0,90.48
ATT-003226,EMP-0363,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003227,EMP-0364,2025-08,1/8/2025,21,18,0,0,0,0,3,3,0,2,24,85.71
ATT-003228,EMP-0366,2025-08,1/8/2025,21,17,0,0,0,4,0,4,0,0,0,80.95
ATT-003229,EMP-0368,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003230,EMP-0369,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003231,EMP-0370,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003232,EMP-0372,2025-08,1/8/2025,21,21,0,0,0,0,0,0,3,0,24,100
ATT-003233,EMP-0373,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003234,EMP-0374,2025-08,1/8/2025,21,13,0,8,0,0,0,8,0,0,6.5,61.9
ATT-003235,EMP-0375,2025-08,1/8/2025,21,20,1,0,0,0,0,0,0,4,0,95.24
ATT-003236,EMP-0376,2025-08,1/8/2025,21,16,0,5,0,0,0,5,0,0,0,76.19
ATT-003237,EMP-0377,2025-08,1/8/2025,21,21,0,0,0,0,0,0,4,1,0,100
ATT-003238,EMP-0378,2025-08,1/8/2025,21,21,0,0,0,0,0,0,2,0,0,100
ATT-003239,EMP-0379,2025-08,1/8/2025,21,19,2,0,0,0,0,0,0,0,0,90.48
ATT-003240,EMP-0381,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003241,EMP-0382,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003242,EMP-0383,2025-08,1/8/2025,21,20,1,0,0,0,0,0,4,0,22,95.24
ATT-003243,EMP-0384,2025-08,1/8/2025,21,21,0,0,0,0,0,0,5,0,15,100
ATT-003244,EMP-0385,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003245,EMP-0387,2025-08,1/8/2025,21,21,0,0,0,0,0,0,5,0,0,100
ATT-003246,EMP-0388,2025-08,1/8/2025,21,12,0,9,0,0,0,9,1,0,5.5,57.14
ATT-003247,EMP-0389,2025-08,1/8/2025,21,21,0,0,0,0,0,0,2,0,0,100
ATT-003248,EMP-0390,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003249,EMP-0391,2025-08,1/8/2025,21,15,0,6,0,0,0,6,0,0,0,71.43
ATT-003250,EMP-0392,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,8.5,100
ATT-003251,EMP-0393,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,21.5,100
ATT-003252,EMP-0394,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,15.5,100
ATT-003253,EMP-0395,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003254,EMP-0396,2025-08,1/8/2025,21,21,0,0,0,0,0,0,2,0,0,100
ATT-003255,EMP-0397,2025-08,1/8/2025,21,19,0,0,0,2,0,2,0,0,0,90.48
ATT-003256,EMP-0398,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,19.5,100
ATT-003257,EMP-0399,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003258,EMP-0400,2025-08,1/8/2025,21,21,0,0,0,0,0,0,6,0,25,100
ATT-003259,EMP-0402,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,10,100
ATT-003260,EMP-0403,2025-08,1/8/2025,21,21,0,0,0,0,0,0,5,0,0,100
ATT-003261,EMP-0405,2025-08,1/8/2025,21,17,1,0,3,0,0,3,0,0,0,80.95
ATT-003262,EMP-0406,2025-08,1/8/2025,21,14,0,4,3,0,0,7,0,0,23.5,66.67
ATT-003263,EMP-0407,2025-08,1/8/2025,21,20,0,1,0,0,0,1,5,0,0,95.24
ATT-003264,EMP-0409,2025-08,1/8/2025,21,21,0,0,0,0,0,0,3,0,17.5,100
ATT-003265,EMP-0410,2025-08,1/8/2025,21,20,0,1,0,0,0,1,0,0,0,95.24
ATT-003266,EMP-0411,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003267,EMP-0412,2025-08,1/8/2025,21,20,0,0,0,1,0,1,0,0,9,95.24
ATT-003268,EMP-0414,2025-08,1/8/2025,21,21,0,0,0,0,0,0,3,3,0,100
ATT-003269,EMP-0415,2025-08,1/8/2025,21,19,0,0,2,0,0,2,1,0,13.5,90.48
ATT-003270,EMP-0416,2025-08,1/8/2025,21,15,0,6,0,0,0,6,0,0,2.5,71.43
ATT-003271,EMP-0417,2025-08,1/8/2025,21,17,0,2,2,0,0,4,0,4,21.5,80.95
ATT-003272,EMP-0419,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003273,EMP-0420,2025-08,1/8/2025,21,21,0,0,0,0,0,0,4,0,0,100
ATT-003274,EMP-0422,2025-08,1/8/2025,21,21,0,0,0,0,0,0,1,0,25,100
ATT-003275,EMP-0424,2025-08,1/8/2025,21,14,0,7,0,0,0,7,0,0,0,66.67
ATT-003276,EMP-0425,2025-08,1/8/2025,21,19,0,0,0,0,2,2,5,0,4,90.48
ATT-003277,EMP-0426,2025-08,1/8/2025,21,21,0,0,0,0,0,0,3,0,0,100
ATT-003278,EMP-0427,2025-08,1/8/2025,21,14,0,7,0,0,0,7,6,0,0,66.67
ATT-003279,EMP-0428,2025-08,1/8/2025,21,13,0,7,1,0,0,8,2,0,0,61.9
ATT-003280,EMP-0429,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,17,100
ATT-003281,EMP-0430,2025-08,1/8/2025,21,19,0,0,0,2,0,2,0,2,0,90.48
ATT-003282,EMP-0431,2025-08,1/8/2025,21,19,2,0,0,0,0,0,0,0,2.5,90.48
ATT-003283,EMP-0432,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,12,100
ATT-003284,EMP-0433,2025-08,1/8/2025,21,16,2,1,0,0,2,3,0,0,17.5,76.19
ATT-003285,EMP-0434,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,14,100
ATT-003286,EMP-0435,2025-08,1/8/2025,21,20,0,0,1,0,0,1,0,0,0,95.24
ATT-003287,EMP-0436,2025-08,1/8/2025,21,15,0,6,0,0,0,6,2,0,10,71.43
ATT-003288,EMP-0438,2025-08,1/8/2025,21,19,2,0,0,0,0,0,0,3,0,90.48
ATT-003289,EMP-0439,2025-08,1/8/2025,21,17,0,0,1,3,0,4,0,0,0,80.95
ATT-003290,EMP-0440,2025-08,1/8/2025,21,19,0,2,0,0,0,2,0,0,0,90.48
ATT-003291,EMP-0441,2025-08,1/8/2025,21,14,0,7,0,0,0,7,0,0,0,66.67
ATT-003292,EMP-0442,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,3,26,100
ATT-003293,EMP-0443,2025-08,1/8/2025,21,21,0,0,0,0,0,0,3,0,11.5,100
ATT-003294,EMP-0444,2025-08,1/8/2025,21,16,0,5,0,0,0,5,0,0,4,76.19
ATT-003295,EMP-0445,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,13.5,100
ATT-003296,EMP-0446,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003297,EMP-0448,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003298,EMP-0449,2025-08,1/8/2025,21,18,0,3,0,0,0,3,3,0,2.5,85.71
ATT-003299,EMP-0451,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,4,0,100
ATT-003300,EMP-0452,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003301,EMP-0453,2025-08,1/8/2025,21,18,0,3,0,0,0,3,1,0,10,85.71
ATT-003302,EMP-0454,2025-08,1/8/2025,21,16,0,5,0,0,0,5,0,0,13,76.19
ATT-003303,EMP-0455,2025-08,1/8/2025,21,18,0,0,3,0,0,3,0,0,0,85.71
ATT-003304,EMP-0457,2025-08,1/8/2025,21,10,0,8,3,0,0,11,0,0,14,47.62
ATT-003305,EMP-0459,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003306,EMP-0460,2025-08,1/8/2025,21,21,0,0,0,0,0,0,5,1,25,100
ATT-003307,EMP-0461,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,15,100
ATT-003308,EMP-0463,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,24.5,100
ATT-003309,EMP-0464,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,1,25.5,100
ATT-003310,EMP-0465,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,3.5,100
ATT-003311,EMP-0466,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003312,EMP-0467,2025-08,1/8/2025,21,9,0,9,0,0,3,12,0,0,0,42.86
ATT-003313,EMP-0468,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,4,10.5,100
ATT-003314,EMP-0469,2025-08,1/8/2025,21,21,0,0,0,0,0,0,5,0,0,100
ATT-003315,EMP-0470,2025-08,1/8/2025,21,11,0,10,0,0,0,10,6,0,0,52.38
ATT-003316,EMP-0471,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003317,EMP-0472,2025-08,1/8/2025,21,21,0,0,0,0,0,0,4,3,24,100
ATT-003318,EMP-0473,2025-08,1/8/2025,21,20,1,0,0,0,0,0,0,0,0,95.24
ATT-003319,EMP-0474,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,2,0,100
ATT-003320,EMP-0475,2025-08,1/8/2025,21,20,1,0,0,0,0,0,5,0,19,95.24
ATT-003321,EMP-0476,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003322,EMP-0478,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003323,EMP-0480,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003324,EMP-0481,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,3.5,100
ATT-003325,EMP-0482,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003326,EMP-0483,2025-08,1/8/2025,21,16,0,5,0,0,0,5,0,0,0,76.19
ATT-003327,EMP-0484,2025-08,1/8/2025,21,20,1,0,0,0,0,0,6,0,0,95.24
ATT-003328,EMP-0485,2025-08,1/8/2025,21,15,0,6,0,0,0,6,0,0,16.5,71.43
ATT-003329,EMP-0487,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003330,EMP-0488,2025-08,1/8/2025,21,16,0,3,0,0,2,5,6,0,0,76.19
ATT-003331,EMP-0489,2025-08,1/8/2025,21,12,0,9,0,0,0,9,0,0,0,57.14
ATT-003332,EMP-0490,2025-08,1/8/2025,21,18,0,1,0,2,0,3,4,0,13,85.71
ATT-003333,EMP-0491,2025-08,1/8/2025,21,21,0,0,0,0,0,0,6,2,0,100
ATT-003334,EMP-0492,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003335,EMP-0493,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003336,EMP-0494,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,1,15.5,100
ATT-003337,EMP-0495,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,3,0,100
ATT-003338,EMP-0497,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003339,EMP-0498,2025-08,1/8/2025,21,21,0,0,0,0,0,0,0,4,5.5,100
ATT-003340,EMP-0499,2025-08,1/8/2025,21,12,0,7,0,0,2,9,4,0,0,57.14
ATT-003341,EMP-0500,2025-08,1/8/2025,21,16,0,0,2,0,3,5,0,1,0,76.19
ATT-003342,EMP-0001,2025-09,1/9/2025,21,21,0,0,0,0,0,0,4,2,0,100
ATT-003343,EMP-0003,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003344,EMP-0004,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,10,100
ATT-003345,EMP-0005,2025-09,1/9/2025,21,20,0,1,0,0,0,1,4,0,0,95.24
ATT-003346,EMP-0006,2025-09,1/9/2025,21,20,0,0,0,1,0,1,0,2,0,95.24
ATT-003347,EMP-0007,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,7,100
ATT-003348,EMP-0008,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,23,100
ATT-003349,EMP-0009,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003350,EMP-0010,2025-09,1/9/2025,21,19,0,0,2,0,0,2,0,0,0,90.48
ATT-003351,EMP-0014,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003352,EMP-0015,2025-09,1/9/2025,21,19,0,0,0,0,2,2,5,0,0,90.48
ATT-003353,EMP-0016,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003354,EMP-0017,2025-09,1/9/2025,21,18,0,0,3,0,0,3,2,1,20.5,85.71
ATT-003355,EMP-0018,2025-09,1/9/2025,21,18,0,0,0,3,0,3,0,2,18.5,85.71
ATT-003356,EMP-0019,2025-09,1/9/2025,21,17,0,4,0,0,0,4,3,0,8.5,80.95
ATT-003357,EMP-0020,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003358,EMP-0021,2025-09,1/9/2025,21,21,0,0,0,0,0,0,3,0,0,100
ATT-003359,EMP-0022,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003360,EMP-0023,2025-09,1/9/2025,21,21,0,0,0,0,0,0,2,0,0,100
ATT-003361,EMP-0024,2025-09,1/9/2025,21,19,0,0,2,0,0,2,0,0,0,90.48
ATT-003362,EMP-0025,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,1,0,100
ATT-003363,EMP-0026,2025-09,1/9/2025,21,21,0,0,0,0,0,0,2,0,0,100
ATT-003364,EMP-0027,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,3,100
ATT-003365,EMP-0028,2025-09,1/9/2025,21,13,0,5,3,0,0,8,3,1,0,61.9
ATT-003366,EMP-0029,2025-09,1/9/2025,21,21,0,0,0,0,0,0,2,0,23.5,100
ATT-003367,EMP-0030,2025-09,1/9/2025,21,21,0,0,0,0,0,0,3,0,20,100
ATT-003368,EMP-0031,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003369,EMP-0032,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,18,100
ATT-003370,EMP-0034,2025-09,1/9/2025,21,21,0,0,0,0,0,0,1,0,0,100
ATT-003371,EMP-0035,2025-09,1/9/2025,21,20,0,1,0,0,0,1,0,0,0,95.24
ATT-003372,EMP-0036,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,20.5,100
ATT-003373,EMP-0037,2025-09,1/9/2025,21,21,0,0,0,0,0,0,5,3,0,100
ATT-003374,EMP-0038,2025-09,1/9/2025,21,19,1,1,0,0,0,1,0,0,0,90.48
ATT-003375,EMP-0039,2025-09,1/9/2025,21,21,0,0,0,0,0,0,6,0,0,100
ATT-003376,EMP-0040,2025-09,1/9/2025,21,21,0,0,0,0,0,0,4,0,0,100
ATT-003377,EMP-0041,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003378,EMP-0042,2025-09,1/9/2025,21,19,2,0,0,0,0,0,0,0,19,90.48
ATT-003379,EMP-0043,2025-09,1/9/2025,21,15,0,6,0,0,0,6,3,0,0,71.43
ATT-003380,EMP-0044,2025-09,1/9/2025,21,15,2,0,2,0,2,4,0,0,20,71.43
ATT-003381,EMP-0045,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003382,EMP-0046,2025-09,1/9/2025,21,19,0,0,2,0,0,2,0,3,0,90.48
ATT-003383,EMP-0047,2025-09,1/9/2025,21,21,0,0,0,0,0,0,6,3,0,100
ATT-003384,EMP-0048,2025-09,1/9/2025,21,9,0,10,0,0,2,12,5,0,0,42.86
ATT-003385,EMP-0049,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003386,EMP-0050,2025-09,1/9/2025,21,21,0,0,0,0,0,0,1,0,25,100
ATT-003387,EMP-0051,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,0,100
ATT-003388,EMP-0052,2025-09,1/9/2025,21,21,0,0,0,0,0,0,0,0,0,100
